Id,ExperimentStartDate,ExperimentStartTime,ExperimentEndDate,ExperimentEndTime,Device,group
C0330,10/07/2024,16:40,21/08/2024,16:45,novastudy_088@labs.hevra.haifa.ac.il,HC
C0331,10/07/2024,18:21,14/08/2024,17:25,novastudy_075@labs.hevra.haifa.ac.il,HC
C034,01/02/2024,13:15,07/03/2024,12:00,novastudy_034@labs.hevra.haifa.ac.il,HC
C035,01/02/2024,12:40,05/03/2024,15:00,novastudy_140@labs.hevra.haifa.ac.il,HC
C037,08/02/2024,17:00,10/03/2024,08:30,novastudy_031@labs.hevra.haifa.ac.il,HC
C039,01/02/2024,16:38,03/03/2024,18:10,novastudy_070@labs.hevra.haifa.ac.il,HC
C044,08/02/2024,16:50,14/03/2024,18:30,novastudy_039@labs.hevra.haifa.ac.il,HC
C045,06/05/2024,18:24,10/06/2024,18:15,novastudy_016@labs.hevra.haifa.ac.il,HC
C047,01/02/2024,12:20,27/02/2024,19:00,novastudy_093@labs.hevra.haifa.ac.il,HC
C053,01/02/2024,18:10,01/03/2024,18:05,novastudy_026@labs.hevra.haifa.ac.il,HC
C054,06/05/2024,14:50,25/05/2024,20:00,novastudy_003@labs.hevra.haifa.ac.il,HC
C055,01/02/2024,13:30,03/03/2024,12:30,novastudy_048@labs.hevra.haifa.ac.il,HC
C057,22/05/2024,15:19,26/06/2024,18:00,novastudy_022@labs.hevra.haifa.ac.il,HC
C058,16/05/2024,18:54,23/06/2024,16:15,novastudy_085@labs.hevra.haifa.ac.il,HC
C061,08/02/2024,12:50,07/03/2024,02:00,novastudy_059@labs.hevra.haifa.ac.il,HC
C064,08/02/2024,14:20,01/03/2024,17:00,novastudy_049@labs.hevra.haifa.ac.il,HC
C066,05/02/2024,18:25,04/03/2024,19:27,novastudy_032@labs.hevra.haifa.ac.il,HC
C067,08/02/2024,14:30,14/03/2024,16:30,novastudy_050@labs.hevra.haifa.ac.il,HC
C068,02/06/2024,18:30,06/07/2024,10:00,novastudy_100@labs.hevra.haifa.ac.il,HC
C081,05/05/2024,14:15,09/06/2024,15:53,novastudy_139@labs.hevra.haifa.ac.il,HC
C082,05/05/2024,15:35,09/06/2024,14:45,novastudy_136@labs.hevra.haifa.ac.il,HC
C083,05/05/2024,16:58,09/06/2024,08:45,novastudy_134@labs.hevra.haifa.ac.il,HC
C084,05/05/2024,19:07,10/06/2024,20:00,novastudy_001@labs.hevra.haifa.ac.il,HC
C085,05/05/2024,18:00,14/06/2024,05:40,novastudy_122@labs.hevra.haifa.ac.il,HC
C087,06/05/2024,14:50,07/06/2024,10:00,novastudy_123@labs.hevra.haifa.ac.il,HC
C088,06/05/2024,16:31,06/06/2024,09:00,novastudy_137@labs.hevra.haifa.ac.il,HC
C091,16/05/2024,17:20,23/06/2024,15:30,novastudy_053@labs.hevra.haifa.ac.il,HC
C092,16/05/2024,18:30,23/06/2024,17:23,novastudy_062@labs.hevra.haifa.ac.il,HC
C093,16/05/2024,15:55,27/06/2024,09:00,novastudy_026@labs.hevra.haifa.ac.il,HC
C098,05/06/2024,18:00,10/07/2024,13:00,novastudy_078@labs.hevra.haifa.ac.il,HC
C099,26/05/2024,16:15,30/06/2024,13:00,novastudy_021@labs.hevra.haifa.ac.il,HC
C105,22/05/2024,16:00,25/06/2024,08:00,novastudy_046@labs.hevra.haifa.ac.il,HC
C106,22/05/2024,17:25,26/06/2024,15:40,novastudy_087@labs.hevra.haifa.ac.il,HC
C107,22/05/2024,19:00,25/06/2024,20:00,novastudy_073@labs.hevra.haifa.ac.il,HC
C108,26/05/2024,14:00,30/06/2024,06:00,novastudy_082@labs.hevra.haifa.ac.il,HC
C109,26/05/2024,15:08,30/06/2024,17:00,novastudy_076@labs.hevra.haifa.ac.il,HC
C110,26/05/2024,18:16,30/06/2024,06:00,novastudy_104@labs.hevra.haifa.ac.il,HC
C111,26/05/2024,18:00,30/06/2024,10:00,novastudy_081@labs.hevra.haifa.ac.il,HC
P_C_001,19/11/2023,14:00,26/12/2023,12:34,novastudy_001@labs.hevra.haifa.ac.il,HC
P_C_002,19/11/2023,14:00,26/12/2023,08:00,novastudy_003@labs.hevra.haifa.ac.il,HC
P_C_004,19/11/2023,14:00,21/12/2023,19:30,novastudy_004@labs.hevra.haifa.ac.il,HC
P_C_006,19/11/2023,14:00,25/12/2023,13:00,novastudy_005@labs.hevra.haifa.ac.il,HC
P_C_009,19/11/2023,14:00,26/12/2023,16:45,novastudy_006@labs.hevra.haifa.ac.il,HC
P_C_012,19/11/2023,14:00,10/12/2023,16:54,novastudy_007@labs.hevra.haifa.ac.il,HC
