,DateAndMinute,StepsInMinute
6253,2024-02-06 20:34:00,8
6254,2024-02-06 20:35:00,0
6255,2024-02-06 20:36:00,0
6256,2024-02-06 20:37:00,0
6257,2024-02-06 20:38:00,0
6258,2024-02-06 20:39:00,0
6259,2024-02-06 20:40:00,0
6260,2024-02-06 20:41:00,0
6261,2024-02-06 20:42:00,0
6262,2024-02-06 20:43:00,0
6263,2024-02-06 20:44:00,0
6264,2024-02-06 20:45:00,0
6265,2024-02-06 20:46:00,0
6266,2024-02-06 20:47:00,0
6267,2024-02-06 20:48:00,0
6268,2024-02-06 20:49:00,0
6269,2024-02-06 20:50:00,0
6270,2024-02-06 20:51:00,0
6271,2024-02-06 20:52:00,0
6272,2024-02-06 20:53:00,0
6273,2024-02-06 20:54:00,0
6274,2024-02-06 20:55:00,0
6275,2024-02-06 20:56:00,9
6276,2024-02-06 20:57:00,0
6277,2024-02-06 20:58:00,0
6278,2024-02-06 20:59:00,13
6279,2024-02-06 21:00:00,0
6280,2024-02-06 21:01:00,0
6281,2024-02-06 21:02:00,0
6282,2024-02-06 21:03:00,0
6283,2024-02-06 21:04:00,0
6284,2024-02-06 21:05:00,0
6285,2024-02-06 21:06:00,0
6286,2024-02-06 21:07:00,14
6287,2024-02-06 21:08:00,30
6288,2024-02-06 21:09:00,24
6289,2024-02-06 21:10:00,63
6290,2024-02-06 21:11:00,17
6291,2024-02-06 21:12:00,0
6292,2024-02-06 21:13:00,55
6293,2024-02-06 21:14:00,1
6294,2024-02-06 21:15:00,0
6295,2024-02-06 21:16:00,7
6296,2024-02-06 21:17:00,19
6297,2024-02-06 21:18:00,0
6298,2024-02-06 21:19:00,0
6299,2024-02-06 21:20:00,0
6300,2024-02-06 21:21:00,0
6301,2024-02-06 21:22:00,0
6302,2024-02-06 21:23:00,0
6303,2024-02-06 21:24:00,0
6304,2024-02-06 21:25:00,0
6305,2024-02-06 21:26:00,0
6306,2024-02-06 21:27:00,0
6307,2024-02-06 21:28:00,0
6308,2024-02-06 21:29:00,53
6309,2024-02-06 21:30:00,0
6310,2024-02-06 21:31:00,0
6311,2024-02-06 21:32:00,37
6312,2024-02-06 21:33:00,82
6313,2024-02-06 21:34:00,27
6314,2024-02-06 21:35:00,0
6315,2024-02-06 21:36:00,0
6316,2024-02-06 21:37:00,0
6317,2024-02-06 21:38:00,0
6318,2024-02-06 21:39:00,0
6319,2024-02-06 21:40:00,0
6320,2024-02-06 21:41:00,0
6321,2024-02-06 21:42:00,0
6322,2024-02-06 21:43:00,0
6323,2024-02-06 21:44:00,0
6324,2024-02-06 21:45:00,8
6325,2024-02-06 21:46:00,0
6326,2024-02-06 21:47:00,0
6327,2024-02-06 21:48:00,0
6328,2024-02-06 21:49:00,0
6329,2024-02-06 21:50:00,7
6330,2024-02-06 21:51:00,0
6331,2024-02-06 21:52:00,0
6332,2024-02-06 21:53:00,0
6333,2024-02-06 21:54:00,18
6334,2024-02-06 21:55:00,0
6335,2024-02-06 21:56:00,0
6336,2024-02-06 21:57:00,0
6337,2024-02-06 21:58:00,0
6338,2024-02-06 21:59:00,0
6339,2024-02-06 22:00:00,0
6340,2024-02-06 22:01:00,0
6341,2024-02-06 22:02:00,0
6342,2024-02-06 22:03:00,0
6343,2024-02-06 22:04:00,0
6344,2024-02-06 22:05:00,0
6345,2024-02-06 22:06:00,0
6346,2024-02-06 22:07:00,0
6347,2024-02-06 22:08:00,0
6348,2024-02-06 22:09:00,12
6349,2024-02-06 22:10:00,29
6350,2024-02-06 22:11:00,0
6351,2024-02-06 22:12:00,0
6352,2024-02-06 22:14:00,0
6353,2024-02-06 22:15:00,0
6354,2024-02-06 22:17:00,0
6355,2024-02-06 22:18:00,0
6356,2024-02-06 22:19:00,0
6357,2024-02-06 22:20:00,0
6358,2024-02-06 22:21:00,0
6359,2024-02-06 22:22:00,0
6360,2024-02-06 22:23:00,0
6361,2024-02-06 22:24:00,0
6362,2024-02-06 22:25:00,0
6363,2024-02-06 22:26:00,0
6364,2024-02-06 22:27:00,0
6365,2024-02-06 22:28:00,16
6366,2024-02-06 22:29:00,0
6367,2024-02-06 22:30:00,0
6368,2024-02-06 22:31:00,0
6369,2024-02-06 22:32:00,0
6370,2024-02-06 22:34:00,0
6371,2024-02-06 22:37:00,0
6372,2024-02-06 22:38:00,0
6373,2024-02-06 22:39:00,0
6374,2024-02-06 22:40:00,0
6375,2024-02-06 22:41:00,0
6376,2024-02-06 22:42:00,0
6377,2024-02-06 22:43:00,0
6378,2024-02-06 22:44:00,0
6379,2024-02-06 22:46:00,0
6380,2024-02-06 22:48:00,0
6381,2024-02-06 22:49:00,0
6382,2024-02-06 22:50:00,0
6383,2024-02-06 22:51:00,0
6384,2024-02-06 22:52:00,0
6385,2024-02-06 22:53:00,0
6386,2024-02-06 22:54:00,0
6387,2024-02-06 22:55:00,0
6388,2024-02-06 22:56:00,0
6389,2024-02-06 22:57:00,0
6390,2024-02-06 22:58:00,7
6391,2024-02-06 22:59:00,7
6392,2024-02-06 23:00:00,51
6393,2024-02-06 23:01:00,0
6394,2024-02-06 23:02:00,0
6395,2024-02-06 23:03:00,0
6396,2024-02-06 23:04:00,0
6397,2024-02-06 23:05:00,8
6398,2024-02-06 23:06:00,0
6399,2024-02-06 23:07:00,0
6400,2024-02-06 23:08:00,0
6401,2024-02-06 23:09:00,4
6402,2024-02-06 23:10:00,0
6403,2024-02-06 23:11:00,0
6404,2024-02-06 23:13:00,0
6405,2024-02-06 23:14:00,0
6406,2024-02-06 23:15:00,0
6407,2024-02-06 23:16:00,0
6408,2024-02-06 23:17:00,0
6409,2024-02-06 23:18:00,0
6410,2024-02-06 23:19:00,0
6411,2024-02-06 23:20:00,0
6412,2024-02-06 23:21:00,0
6413,2024-02-06 23:22:00,0
6414,2024-02-06 23:23:00,0
6415,2024-02-06 23:24:00,0
6416,2024-02-06 23:25:00,0
6417,2024-02-06 23:26:00,0
6418,2024-02-06 23:27:00,0
6419,2024-02-06 23:28:00,0
6420,2024-02-06 23:29:00,0
6421,2024-02-06 23:30:00,0
6422,2024-02-06 23:31:00,13
6423,2024-02-06 23:33:00,4
6424,2024-02-06 23:34:00,0
6425,2024-02-06 23:35:00,0
6426,2024-02-06 23:36:00,0
6427,2024-02-06 23:37:00,0
6428,2024-02-06 23:38:00,0
6429,2024-02-06 23:39:00,0
6430,2024-02-06 23:40:00,0
6431,2024-02-06 23:41:00,0
6432,2024-02-06 23:42:00,0
6433,2024-02-06 23:43:00,0
6434,2024-02-06 23:44:00,0
6435,2024-02-06 23:45:00,0
6436,2024-02-06 23:46:00,0
6437,2024-02-06 23:47:00,0
6438,2024-02-06 23:48:00,0
6439,2024-02-06 23:49:00,0
6440,2024-02-06 23:50:00,0
6441,2024-02-06 23:51:00,0
6442,2024-02-06 23:52:00,0
6443,2024-02-06 23:53:00,0
6444,2024-02-06 23:54:00,0
6445,2024-02-06 23:55:00,0
6446,2024-02-06 23:57:00,0
6447,2024-02-06 23:58:00,0
6448,2024-02-06 23:59:00,0
6449,2024-02-07 00:00:00,0
6450,2024-02-07 00:02:00,0
6451,2024-02-07 00:03:00,0
6452,2024-02-07 00:04:00,0
6453,2024-02-07 00:05:00,0
6454,2024-02-07 00:06:00,0
6455,2024-02-07 00:07:00,0
6456,2024-02-07 00:08:00,0
6457,2024-02-07 00:09:00,0
6458,2024-02-07 00:10:00,0
6459,2024-02-07 00:11:00,0
6460,2024-02-07 00:12:00,0
6461,2024-02-07 00:13:00,0
6462,2024-02-07 00:14:00,8
6463,2024-02-07 00:15:00,0
6464,2024-02-07 00:16:00,0
6465,2024-02-07 00:17:00,44
6466,2024-02-07 00:18:00,97
6467,2024-02-07 00:19:00,7
6468,2024-02-07 00:20:00,0
6469,2024-02-07 00:21:00,0
6470,2024-02-07 00:22:00,0
6471,2024-02-07 00:23:00,0
6472,2024-02-07 00:24:00,0
6473,2024-02-07 00:25:00,0
6474,2024-02-07 00:26:00,0
6475,2024-02-07 00:27:00,0
6476,2024-02-07 00:28:00,0
6477,2024-02-07 00:29:00,0
6478,2024-02-07 00:30:00,0
6479,2024-02-07 00:31:00,0
6480,2024-02-07 00:32:00,0
6481,2024-02-07 00:33:00,0
6482,2024-02-07 00:34:00,0
6483,2024-02-07 00:35:00,0
6484,2024-02-07 00:36:00,0
6485,2024-02-07 00:37:00,0
6486,2024-02-07 00:38:00,0
6487,2024-02-07 00:39:00,0
6488,2024-02-07 00:40:00,0
6489,2024-02-07 00:41:00,0
6490,2024-02-07 00:42:00,0
6491,2024-02-07 00:43:00,0
6492,2024-02-07 00:44:00,0
6493,2024-02-07 00:45:00,0
6494,2024-02-07 00:46:00,0
6495,2024-02-07 00:47:00,0
6496,2024-02-07 00:48:00,0
6497,2024-02-07 00:49:00,0
6498,2024-02-07 00:50:00,0
6499,2024-02-07 00:51:00,0
6500,2024-02-07 00:52:00,0
6501,2024-02-07 00:53:00,0
6502,2024-02-07 00:54:00,0
6503,2024-02-07 00:55:00,16
6504,2024-02-07 00:56:00,11
6505,2024-02-07 00:57:00,9
6506,2024-02-07 00:58:00,0
6507,2024-02-07 01:04:00,0
6508,2024-02-07 01:05:00,0
6509,2024-02-07 01:06:00,0
6510,2024-02-07 01:07:00,0
6511,2024-02-07 01:08:00,0
6512,2024-02-07 01:10:00,0
6513,2024-02-07 01:11:00,0
6514,2024-02-07 01:12:00,0
6515,2024-02-07 01:13:00,7
6516,2024-02-07 01:14:00,0
6517,2024-02-07 01:15:00,26
6518,2024-02-07 01:16:00,25
6519,2024-02-07 01:17:00,5
6520,2024-02-07 01:18:00,20
6521,2024-02-07 01:19:00,0
6522,2024-02-07 01:20:00,0
6523,2024-02-07 01:23:00,0
6524,2024-02-07 01:24:00,0
6525,2024-02-07 01:25:00,0
6526,2024-02-07 01:42:00,0
6527,2024-02-07 01:43:00,0
6528,2024-02-07 01:47:00,0
6529,2024-02-07 01:50:00,0
6530,2024-02-07 01:51:00,0
6531,2024-02-07 01:53:00,0
6532,2024-02-07 01:55:00,0
6533,2024-02-07 01:59:00,0
6534,2024-02-07 02:01:00,0
6535,2024-02-07 02:04:00,24
6536,2024-02-07 02:05:00,0
6537,2024-02-07 02:34:00,0
6538,2024-02-07 02:35:00,0
6539,2024-02-07 02:37:00,0
6540,2024-02-07 02:41:00,0
6541,2024-02-07 02:46:00,0
6542,2024-02-07 02:47:00,28
6543,2024-02-07 02:48:00,0
6544,2024-02-07 02:52:00,11
6545,2024-02-07 03:08:00,0
6546,2024-02-07 03:16:00,0
6547,2024-02-07 03:19:00,0
6548,2024-02-07 03:20:00,0
6549,2024-02-07 03:22:00,0
6550,2024-02-07 03:24:00,0
6551,2024-02-07 03:25:00,0
6552,2024-02-07 03:26:00,6
6553,2024-02-07 03:27:00,0
6554,2024-02-07 03:28:00,0
6555,2024-02-07 03:29:00,0
6556,2024-02-07 03:30:00,0
6557,2024-02-07 03:32:00,0
6558,2024-02-07 03:33:00,0
6559,2024-02-07 03:34:00,8
6560,2024-02-07 03:35:00,0
6561,2024-02-07 03:42:00,0
6562,2024-02-07 03:43:00,0
6563,2024-02-07 03:45:00,0
6564,2024-02-07 03:46:00,0
6565,2024-02-07 03:47:00,0
6566,2024-02-07 03:48:00,0
6567,2024-02-07 03:51:00,0
6568,2024-02-07 03:55:00,6
6569,2024-02-07 03:56:00,0
6570,2024-02-07 03:57:00,0
6571,2024-02-07 04:29:00,0
6572,2024-02-07 04:42:00,0
6573,2024-02-07 04:44:00,0
6574,2024-02-07 04:57:00,0
6575,2024-02-07 05:14:00,0
6576,2024-02-07 05:15:00,0
6577,2024-02-07 05:20:00,0
6578,2024-02-07 05:21:00,0
6579,2024-02-07 05:23:00,0
6580,2024-02-07 05:25:00,0
6581,2024-02-07 05:47:00,0
6582,2024-02-07 06:12:00,0
6583,2024-02-07 06:26:00,0
6584,2024-02-07 06:35:00,0
6585,2024-02-07 06:53:00,0
6586,2024-02-07 07:05:00,0
6587,2024-02-07 07:06:00,0
6588,2024-02-07 08:04:00,0
6589,2024-02-07 08:05:00,0
6590,2024-02-07 08:19:00,0
6591,2024-02-07 08:38:00,0
6592,2024-02-07 08:54:00,0
6593,2024-02-07 09:03:00,0
6594,2024-02-07 09:07:00,0
6595,2024-02-07 09:08:00,0
6596,2024-02-07 09:16:00,0
6597,2024-02-07 09:17:00,0
6598,2024-02-07 09:18:00,0
6599,2024-02-07 09:19:00,6
6600,2024-02-07 09:20:00,20
6601,2024-02-07 09:21:00,0
6602,2024-02-07 09:22:00,0
6603,2024-02-07 09:27:00,0
6604,2024-02-07 09:29:00,0
6605,2024-02-07 09:31:00,0
6606,2024-02-07 09:32:00,0
6607,2024-02-07 09:35:00,0
6608,2024-02-07 09:39:00,0
6609,2024-02-07 09:41:00,0
6610,2024-02-07 09:52:00,0
6611,2024-02-07 09:58:00,0
6612,2024-02-07 09:59:00,0
6613,2024-02-07 10:03:00,0
6614,2024-02-07 10:04:00,0
6615,2024-02-07 10:05:00,0
6616,2024-02-07 10:06:00,9
6617,2024-02-07 10:07:00,6
6618,2024-02-07 10:08:00,19
6619,2024-02-07 10:09:00,0
6620,2024-02-07 10:10:00,7
6621,2024-02-07 10:11:00,6
6622,2024-02-07 10:12:00,0
6623,2024-02-07 10:13:00,0
6624,2024-02-07 10:17:00,0
6625,2024-02-07 10:20:00,0
6626,2024-02-07 10:21:00,0
6627,2024-02-07 10:22:00,0
6628,2024-02-07 10:25:00,0
6629,2024-02-07 10:26:00,0
6630,2024-02-07 10:27:00,0
6631,2024-02-07 10:28:00,0
6632,2024-02-07 10:29:00,0
6633,2024-02-07 10:32:00,0
6634,2024-02-07 10:33:00,0
6635,2024-02-07 10:36:00,0
6636,2024-02-07 10:37:00,0
6637,2024-02-07 10:38:00,0
6638,2024-02-07 10:39:00,8
6639,2024-02-07 10:40:00,6
6640,2024-02-07 10:41:00,0
6641,2024-02-07 10:42:00,0
6642,2024-02-07 10:43:00,0
6643,2024-02-07 10:44:00,0
6644,2024-02-07 10:45:00,0
6645,2024-02-07 10:46:00,9
6646,2024-02-07 10:47:00,0
6647,2024-02-07 10:48:00,8
6648,2024-02-07 10:49:00,0
6649,2024-02-07 10:50:00,0
6650,2024-02-07 10:55:00,6
6651,2024-02-07 10:56:00,5
6652,2024-02-07 10:57:00,10
6653,2024-02-07 10:58:00,0
6654,2024-02-07 10:59:00,20
6655,2024-02-07 11:00:00,10
6656,2024-02-07 11:01:00,9
6657,2024-02-07 11:02:00,0
6658,2024-02-07 11:03:00,9
6659,2024-02-07 11:04:00,0
6660,2024-02-07 11:06:00,0
6661,2024-02-07 11:07:00,0
6662,2024-02-07 11:08:00,0
6663,2024-02-07 11:09:00,7
6664,2024-02-07 11:10:00,8
6665,2024-02-07 11:11:00,0
6666,2024-02-07 11:12:00,0
6667,2024-02-07 11:13:00,0
6668,2024-02-07 11:14:00,0
6669,2024-02-07 11:15:00,0
6670,2024-02-07 11:16:00,0
6671,2024-02-07 11:17:00,0
6672,2024-02-07 11:18:00,0
6673,2024-02-07 11:19:00,0
6674,2024-02-07 11:20:00,0
6675,2024-02-07 11:21:00,0
6676,2024-02-07 11:22:00,0
6677,2024-02-07 11:23:00,0
6678,2024-02-07 11:24:00,0
6679,2024-02-07 11:25:00,0
6680,2024-02-07 11:27:00,0
6681,2024-02-07 11:30:00,0
6682,2024-02-07 11:31:00,0
6683,2024-02-07 11:32:00,0
6684,2024-02-07 11:33:00,0
6685,2024-02-07 11:34:00,0
6686,2024-02-07 11:36:00,10
6687,2024-02-07 11:37:00,9
6688,2024-02-07 11:38:00,0
6689,2024-02-07 11:39:00,0
6690,2024-02-07 11:40:00,0
6691,2024-02-07 11:41:00,0
6692,2024-02-07 11:42:00,0
6693,2024-02-07 11:43:00,9
6694,2024-02-07 11:44:00,0
6695,2024-02-07 11:45:00,9
6696,2024-02-07 11:58:00,9
6697,2024-02-07 11:59:00,0
6698,2024-02-07 13:51:00,0
6699,2024-02-07 13:52:00,0
6700,2024-02-07 13:53:00,0
6701,2024-02-07 14:06:00,0
6702,2024-02-07 14:17:00,0
6703,2024-02-07 14:26:00,0
6704,2024-02-07 14:43:00,0
6705,2024-02-07 14:47:00,0
6706,2024-02-07 14:50:00,0
6707,2024-02-07 15:00:00,0
6708,2024-02-07 15:03:00,0
6709,2024-02-07 15:04:00,0
6710,2024-02-07 15:08:00,0
6711,2024-02-07 15:11:00,0
6712,2024-02-07 15:13:00,0
6713,2024-02-07 15:14:00,17
6714,2024-02-07 15:15:00,12
6715,2024-02-07 15:16:00,0
6716,2024-02-07 15:17:00,0
6717,2024-02-07 15:18:00,0
6718,2024-02-07 15:19:00,0
6719,2024-02-07 15:20:00,22
6720,2024-02-07 15:21:00,21
6721,2024-02-07 15:22:00,0
6722,2024-02-07 15:23:00,11
6723,2024-02-07 15:24:00,2
6724,2024-02-07 15:25:00,7
6725,2024-02-07 15:26:00,0
6726,2024-02-07 15:27:00,0
6727,2024-02-07 15:28:00,14
6728,2024-02-07 15:29:00,0
6729,2024-02-07 15:30:00,0
6730,2024-02-07 15:31:00,0
6731,2024-02-07 15:32:00,8
6732,2024-02-07 15:33:00,28
6733,2024-02-07 15:34:00,0
6734,2024-02-07 15:35:00,67
6735,2024-02-07 15:36:00,62
6736,2024-02-07 15:37:00,54
6737,2024-02-07 15:38:00,39
6738,2024-02-07 15:39:00,68
6739,2024-02-07 15:40:00,24
6740,2024-02-07 15:41:00,56
6741,2024-02-07 15:42:00,43
6742,2024-02-07 15:43:00,22
6743,2024-02-07 15:44:00,33
6744,2024-02-07 15:45:00,67
6745,2024-02-07 15:46:00,59
6746,2024-02-07 15:47:00,43
6747,2024-02-07 15:48:00,28
6748,2024-02-07 15:49:00,0
6749,2024-02-07 15:50:00,16
6750,2024-02-07 15:51:00,21
6751,2024-02-07 15:52:00,8
6752,2024-02-07 15:53:00,19
6753,2024-02-07 15:54:00,0
6754,2024-02-07 15:55:00,5
6755,2024-02-07 15:56:00,0
6756,2024-02-07 15:57:00,0
6757,2024-02-07 15:58:00,0
6758,2024-02-07 15:59:00,0
6759,2024-02-07 16:00:00,0
6760,2024-02-07 16:01:00,18
6761,2024-02-07 16:02:00,17
6762,2024-02-07 16:03:00,37
6763,2024-02-07 16:04:00,86
6764,2024-02-07 16:05:00,7
6765,2024-02-07 16:06:00,15
6766,2024-02-07 16:07:00,7
6767,2024-02-07 16:08:00,0
6768,2024-02-07 16:09:00,0
6769,2024-02-07 16:10:00,0
6770,2024-02-07 16:11:00,0
6771,2024-02-07 16:12:00,0
6772,2024-02-07 16:13:00,0
6773,2024-02-07 16:14:00,0
6774,2024-02-07 16:15:00,0
6775,2024-02-07 16:16:00,0
6776,2024-02-07 16:17:00,0
6777,2024-02-07 16:18:00,0
6778,2024-02-07 16:19:00,0
6779,2024-02-07 16:20:00,0
6780,2024-02-07 16:21:00,0
6781,2024-02-07 16:22:00,0
6782,2024-02-07 16:23:00,0
6783,2024-02-07 16:24:00,0
6784,2024-02-07 16:25:00,0
6785,2024-02-07 16:26:00,0
6786,2024-02-07 16:27:00,0
6787,2024-02-07 16:28:00,0
6788,2024-02-07 16:29:00,0
6789,2024-02-07 16:30:00,0
6790,2024-02-07 16:31:00,0
6791,2024-02-07 16:32:00,0
6792,2024-02-07 16:33:00,0
6793,2024-02-07 16:34:00,0
6794,2024-02-07 16:35:00,0
6795,2024-02-07 16:36:00,0
6796,2024-02-07 16:37:00,0
6797,2024-02-07 16:38:00,0
6798,2024-02-07 16:39:00,0
6799,2024-02-07 16:40:00,0
6800,2024-02-07 16:41:00,0
6801,2024-02-07 16:42:00,0
6802,2024-02-07 16:43:00,0
6803,2024-02-07 16:44:00,0
6804,2024-02-07 16:45:00,0
6805,2024-02-07 16:46:00,0
6806,2024-02-07 16:47:00,0
6807,2024-02-07 16:48:00,0
6808,2024-02-07 16:49:00,0
6809,2024-02-07 16:50:00,0
6810,2024-02-07 16:51:00,0
6811,2024-02-07 16:52:00,0
6812,2024-02-07 16:53:00,0
6813,2024-02-07 16:54:00,0
6814,2024-02-07 16:55:00,12
6815,2024-02-07 16:56:00,6
6816,2024-02-07 16:57:00,25
6817,2024-02-07 16:58:00,99
6818,2024-02-07 16:59:00,98
6819,2024-02-07 17:00:00,9
6820,2024-02-07 17:01:00,28
6821,2024-02-07 17:02:00,0
6822,2024-02-07 17:03:00,77
6823,2024-02-07 17:04:00,99
6824,2024-02-07 17:05:00,62
6825,2024-02-07 17:06:00,28
6826,2024-02-07 17:07:00,3
6827,2024-02-07 17:08:00,6
6828,2024-02-07 17:09:00,68
6829,2024-02-07 17:10:00,92
6830,2024-02-07 17:11:00,66
6831,2024-02-07 17:12:00,29
6832,2024-02-07 17:13:00,23
6833,2024-02-07 17:14:00,8
6834,2024-02-07 17:15:00,12
6835,2024-02-07 17:16:00,13
6836,2024-02-07 17:17:00,0
6837,2024-02-07 17:18:00,0
6838,2024-02-07 17:19:00,0
6839,2024-02-07 17:20:00,0
6840,2024-02-07 17:21:00,0
6841,2024-02-07 17:22:00,0
6842,2024-02-07 17:23:00,0
6843,2024-02-07 17:24:00,0
6844,2024-02-07 17:25:00,0
6845,2024-02-07 17:26:00,0
6846,2024-02-07 17:27:00,0
6847,2024-02-07 17:28:00,0
6848,2024-02-07 17:29:00,0
6849,2024-02-07 17:30:00,0
6850,2024-02-07 17:31:00,0
6851,2024-02-07 17:32:00,0
6852,2024-02-07 17:33:00,0
6853,2024-02-07 17:34:00,0
6854,2024-02-07 17:35:00,0
6855,2024-02-07 17:36:00,0
6856,2024-02-07 17:37:00,6
6857,2024-02-07 17:38:00,0
6858,2024-02-07 17:39:00,0
6859,2024-02-07 17:40:00,0
6860,2024-02-07 17:41:00,14
6861,2024-02-07 17:42:00,0
6862,2024-02-07 17:43:00,0
6863,2024-02-07 17:44:00,0
6864,2024-02-07 17:45:00,7
6865,2024-02-07 17:46:00,0
6866,2024-02-07 17:47:00,0
6867,2024-02-07 17:48:00,0
6868,2024-02-07 17:49:00,0
6869,2024-02-07 17:50:00,16
6870,2024-02-07 17:51:00,0
6871,2024-02-07 17:52:00,0
6872,2024-02-07 17:53:00,33
6873,2024-02-07 17:54:00,22
6874,2024-02-07 17:55:00,0
6875,2024-02-07 17:56:00,10
6876,2024-02-07 17:57:00,0
6877,2024-02-07 17:58:00,0
6878,2024-02-07 17:59:00,36
6879,2024-02-07 18:00:00,5
6880,2024-02-07 18:01:00,11
6881,2024-02-07 18:02:00,21
6882,2024-02-07 18:03:00,0
6883,2024-02-07 18:04:00,10
6884,2024-02-07 18:05:00,0
6885,2024-02-07 18:06:00,18
6886,2024-02-07 18:07:00,0
6887,2024-02-07 18:08:00,0
6888,2024-02-07 18:10:00,0
6889,2024-02-07 18:12:00,0
6890,2024-02-07 18:13:00,0
6891,2024-02-07 18:14:00,0
6892,2024-02-07 18:15:00,0
6893,2024-02-07 18:16:00,0
6894,2024-02-07 18:17:00,0
6895,2024-02-07 18:18:00,22
6896,2024-02-07 18:19:00,0
6897,2024-02-07 18:20:00,9
6898,2024-02-07 18:21:00,0
6899,2024-02-07 18:22:00,0
6900,2024-02-07 18:23:00,0
6901,2024-02-07 18:24:00,11
6902,2024-02-07 18:25:00,0
6903,2024-02-07 18:26:00,0
6904,2024-02-07 18:27:00,24
6905,2024-02-07 18:28:00,47
6906,2024-02-07 18:29:00,30
6907,2024-02-07 18:30:00,46
6908,2024-02-07 18:31:00,18
6909,2024-02-07 18:32:00,38
6910,2024-02-07 18:33:00,0
6911,2024-02-07 18:34:00,0
6912,2024-02-07 18:35:00,10
6913,2024-02-07 18:36:00,0
6914,2024-02-07 18:37:00,25
6915,2024-02-07 18:38:00,0
6916,2024-02-07 18:39:00,0
6917,2024-02-07 18:40:00,0
6918,2024-02-07 18:41:00,24
6919,2024-02-07 18:42:00,49
6920,2024-02-07 18:43:00,27
6921,2024-02-07 18:44:00,0
6922,2024-02-07 18:45:00,0
6923,2024-02-07 18:46:00,0
6924,2024-02-07 18:47:00,0
6925,2024-02-07 18:48:00,0
6926,2024-02-07 18:49:00,0
6927,2024-02-07 18:50:00,0
6928,2024-02-07 18:51:00,0
6929,2024-02-07 18:52:00,0
6930,2024-02-07 18:53:00,0
6931,2024-02-07 18:54:00,0
6932,2024-02-07 18:55:00,0
6933,2024-02-07 18:56:00,0
6934,2024-02-07 18:57:00,0
6935,2024-02-07 18:58:00,0
6936,2024-02-07 18:59:00,0
6937,2024-02-07 19:00:00,0
6938,2024-02-07 19:01:00,0
6939,2024-02-07 19:02:00,0
6940,2024-02-07 19:03:00,0
6941,2024-02-07 19:04:00,0
6942,2024-02-07 19:06:00,0
6943,2024-02-07 19:07:00,0
6944,2024-02-07 19:08:00,5
6945,2024-02-07 19:09:00,0
6946,2024-02-07 19:10:00,0
6947,2024-02-07 19:11:00,16
6948,2024-02-07 19:12:00,21
6949,2024-02-07 19:13:00,38
6950,2024-02-07 19:14:00,3
6951,2024-02-07 19:15:00,8
6952,2024-02-07 19:16:00,0
6953,2024-02-07 19:17:00,0
6954,2024-02-07 19:18:00,0
6955,2024-02-07 19:19:00,0
6956,2024-02-07 19:20:00,48
6957,2024-02-07 19:21:00,12
6958,2024-02-07 19:22:00,0
6959,2024-02-07 19:23:00,0
6960,2024-02-07 19:24:00,0
6961,2024-02-07 19:25:00,0
6962,2024-02-07 19:26:00,0
6963,2024-02-07 19:28:00,0
6964,2024-02-07 19:29:00,0
6965,2024-02-07 19:30:00,0
6966,2024-02-07 19:31:00,0
6967,2024-02-07 19:32:00,0
6968,2024-02-07 19:33:00,0
6969,2024-02-07 19:34:00,0
6970,2024-02-07 19:35:00,0
6971,2024-02-07 19:36:00,0
6972,2024-02-07 19:37:00,0
6973,2024-02-07 19:38:00,0
6974,2024-02-07 19:39:00,0
6975,2024-02-07 19:40:00,26
6976,2024-02-07 19:41:00,29
6977,2024-02-07 19:42:00,0
6978,2024-02-07 19:43:00,0
6979,2024-02-07 19:44:00,0
6980,2024-02-07 19:45:00,0
6981,2024-02-07 19:46:00,0
6982,2024-02-07 19:47:00,0
6983,2024-02-07 19:48:00,0
6984,2024-02-07 19:49:00,0
6985,2024-02-07 19:50:00,24
6986,2024-02-07 19:51:00,4
6987,2024-02-07 19:52:00,0
6988,2024-02-07 19:53:00,0
6989,2024-02-07 19:54:00,0
6990,2024-02-07 19:55:00,9
6991,2024-02-07 19:56:00,54
6992,2024-02-07 19:57:00,10
6993,2024-02-07 19:58:00,0
6994,2024-02-07 19:59:00,0
6995,2024-02-07 20:00:00,0
6996,2024-02-07 20:01:00,0
6997,2024-02-07 20:02:00,0
6998,2024-02-07 20:03:00,6
6999,2024-02-07 20:04:00,20
7000,2024-02-07 20:05:00,8
7001,2024-02-07 20:06:00,0
7002,2024-02-07 20:07:00,0
7003,2024-02-07 20:08:00,0
7004,2024-02-07 20:09:00,0
7005,2024-02-07 20:10:00,0
7006,2024-02-07 20:11:00,0
7007,2024-02-07 20:12:00,0
7008,2024-02-07 20:13:00,14
7009,2024-02-07 20:14:00,0
7010,2024-02-07 20:15:00,0
7011,2024-02-07 20:16:00,27
7012,2024-02-07 20:17:00,0
7013,2024-02-07 20:18:00,0
7014,2024-02-07 20:19:00,0
7015,2024-02-07 20:20:00,0
7016,2024-02-07 20:28:00,0
7017,2024-02-07 20:29:00,0
7018,2024-02-07 20:30:00,0
7019,2024-02-07 20:31:00,0
7020,2024-02-07 20:32:00,0
7021,2024-02-07 20:33:00,0
7022,2024-02-07 20:37:00,0
7023,2024-02-07 20:38:00,0
7024,2024-02-07 20:39:00,18
7025,2024-02-07 20:40:00,0
7026,2024-02-07 20:41:00,0
7027,2024-02-07 20:42:00,0
7028,2024-02-07 20:43:00,42
